,_links,additional_images,aisle,alcohol_retailer_id,availability,availability_message,availability_status,average_weight,base_price,base_quantity,brand_name,categories,display_uom,ext_data,ext_id,fulfillment_inventory_area_id,fulfillment_retailer_id,fulfillment_retailer_store_id,fulfillment_store_number,fulfillment_types,href,ic_item_id,ic_product_id,id,images,is_alcoholic,loyalty_end_date,loyalty_price,loyalty_quantity,message_code,modified,name,offers,order_by_weight,ordering_parameters,price_alert,product_config,product_rating,product_type,promo_tag,promo_tag_percentage,reco_rating,sale_end_date,sale_price,sale_quantity,search_result,size_string,snrid,source,source_id,sponsored,status,tags,uom_price,usa_snap_eligible,user_rating
16,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c40e21b6-d9d3-42a1-a69d-037ede5eae2e.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c40e21b6-d9d3-42a1-a69d-037ede5eae2e.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c40e21b6-d9d3-42a1-a69d-037ede5eae2e.jpg'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,4.49,1,seventh generation,"[{'id': '16', 'name': 'Household'}, {'id': '33', 'name': 'Cleaning Products'}]",ea,{},1_00732913449866,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/458197,3382458826,22151980,458197,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d6c717e2-c05e-4cd4-b168-9a24b2f971a0.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d6c717e2-c05e-4cd4-b168-9a24b2f971a0.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d6c717e2-c05e-4cd4-b168-9a24b2f971a0.jpg'}}",False,,,,,"Fri, 09 Jun 2023 10:06:44 GMT",Seventh Generation Dish Soap Free & Clear,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",19 oz,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.24, 'uom': 'oz'}",,
17,,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,"[{'id': '16', 'name': 'Household'}, {'id': '50', 'name': 'Paper Goods'}]",ea,{},1_00025096930833,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/450142,554374317884,21041202,450142,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_00ae38da-c40c-475e-ae4d-5ffe0f2dab4c.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_00ae38da-c40c-475e-ae4d-5ffe0f2dab4c.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_00ae38da-c40c-475e-ae4d-5ffe0f2dab4c.png'}}",False,,,,,"Thu, 25 Jan 2024 11:04:33 GMT",Caspari Seahorses Paper Linen Beverage Napkin,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",15 ct,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.37, 'uom': 'ct'}",,
18,,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,"[{'id': '16', 'name': 'Household'}, {'id': '89', 'name': 'Kitchen Supplies'}]",ea,{},1_00025096983990,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/475513,556434432552,41052827,475513,"{'tile': {'large': 'https://assets-prd-tfm.unataops.com/noimage.jpg', 'medium': 'https://assets-prd-tfm.unataops.com/noimage.jpg', 'small': 'https://assets-prd-tfm.unataops.com/noimage.jpg'}}",False,,,,,"Mon, 29 Jan 2024 11:03:25 GMT",Caspari Radish Patch Cocktail Napkin,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",1 each,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 5.5, 'uom': 'each'}",,
19,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e7dd6745-000d-431c-addd-675bed398b37.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e7dd6745-000d-431c-addd-675bed398b37.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e7dd6745-000d-431c-addd-675bed398b37.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ecc60b8f-19d5-472f-ab00-328806ed55f4.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ecc60b8f-19d5-472f-ab00-328806ed55f4.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ecc60b8f-19d5-472f-ab00-328806ed55f4.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_02006f28-8e08-46c1-924a-c87e79b4f06b.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_02006f28-8e08-46c1-924a-c87e79b4f06b.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_02006f28-8e08-46c1-924a-c87e79b4f06b.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2c265cc4-56d8-4dd0-b4b3-fedfd0a7b46c.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2c265cc4-56d8-4dd0-b4b3-fedfd0a7b46c.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2c265cc4-56d8-4dd0-b4b3-fedfd0a7b46c.png'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,"[{'id': '16', 'name': 'Household'}, {'id': '50', 'name': 'Paper Goods'}]",ea,{},1_00025096943918,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/461747,80771569339,23658027,461747,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5d187ccf-fedd-4cae-b62e-1a28de65769f.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5d187ccf-fedd-4cae-b62e-1a28de65769f.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5d187ccf-fedd-4cae-b62e-1a28de65769f.png'}}",False,,,,,"Wed, 24 Jan 2024 11:04:37 GMT","Caspari Napkins, 99 Bottles, Triple-Ply",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",20 each,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.28, 'uom': 'each'}",,
20,,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.99,1,voyage-marché,"[{'id': '1', 'name': 'Pantry'}, {'id': '101', 'name': 'Water, Mixers & Sparkling Water'}]",ea,{},1_00850003029092,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/452684,1737765236,21850154,452684,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7867c7b3-bd37-4f33-9f3f-60b6cd0dd7a2.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7867c7b3-bd37-4f33-9f3f-60b6cd0dd7a2.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_7867c7b3-bd37-4f33-9f3f-60b6cd0dd7a2.jpg'}}",False,,,,,"Fri, 09 Jun 2023 10:06:44 GMT",Voyage-Marché Gourmet Cocktail Picks,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",12 oz,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.5, 'uom': 'oz'}",,
21,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_18394e9c-97fc-43d8-bb46-bcf0e86ece90.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_18394e9c-97fc-43d8-bb46-bcf0e86ece90.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_18394e9c-97fc-43d8-bb46-bcf0e86ece90.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3bbcfea7-e938-40e6-a217-8f1e854e6ca1.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3bbcfea7-e938-40e6-a217-8f1e854e6ca1.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3bbcfea7-e938-40e6-a217-8f1e854e6ca1.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e6efbec7-e569-4cc1-a7ce-0ea9c15fc828.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e6efbec7-e569-4cc1-a7ce-0ea9c15fc828.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e6efbec7-e569-4cc1-a7ce-0ea9c15fc828.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_413b6b95-3df9-4736-b84d-fb27f019dcc2.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_413b6b95-3df9-4736-b84d-fb27f019dcc2.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_413b6b95-3df9-4736-b84d-fb27f019dcc2.png'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,"[{'id': '16', 'name': 'Household'}, {'id': '89', 'name': 'Kitchen Supplies'}]",ea,{},1_00025096970563,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/475388,555841423257,29059833,475388,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_13a8c3f0-6135-4804-bfd7-3f2836cf899c.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_13a8c3f0-6135-4804-bfd7-3f2836cf899c.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_13a8c3f0-6135-4804-bfd7-3f2836cf899c.png'}}",False,,,,,"Sat, 27 Jan 2024 11:10:07 GMT","Caspari Napkins, Summertime, Triple-Ply",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",20 x 20 each,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.28, 'uom': 'ea'}",,
22,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_97ba7833-9949-4c77-8c2e-ecbf94f630b7.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_97ba7833-9949-4c77-8c2e-ecbf94f630b7.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_97ba7833-9949-4c77-8c2e-ecbf94f630b7.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3072361c-b5b6-4284-aa70-a538e276f4b5.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3072361c-b5b6-4284-aa70-a538e276f4b5.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_3072361c-b5b6-4284-aa70-a538e276f4b5.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14bd8936-3334-4045-a2b2-7fa6342a898e.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14bd8936-3334-4045-a2b2-7fa6342a898e.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_14bd8936-3334-4045-a2b2-7fa6342a898e.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_71ece808-557b-4219-a3e7-4c511139acbd.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_71ece808-557b-4219-a3e7-4c511139acbd.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_71ece808-557b-4219-a3e7-4c511139acbd.png'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,[],ea,{},1_00025096606820,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/475620,557027603778,329122,475620,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e80a9e37-e30b-4348-a4cd-991d98b40c00.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e80a9e37-e30b-4348-a4cd-991d98b40c00.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e80a9e37-e30b-4348-a4cd-991d98b40c00.png'}}",False,,,,,"Tue, 30 Jan 2024 11:04:58 GMT","Caspari 8"" Plate Border Red",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",8 ct,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.69, 'uom': 'ct'}",,
23,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4f070510-3639-4952-bf5d-3cff2431a91c.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4f070510-3639-4952-bf5d-3cff2431a91c.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4f070510-3639-4952-bf5d-3cff2431a91c.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_37a32147-80e6-41a9-bc64-a8c71e9094a1.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_37a32147-80e6-41a9-bc64-a8c71e9094a1.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_37a32147-80e6-41a9-bc64-a8c71e9094a1.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9bf04861-c40b-493e-b338-0fcda07f8c8f.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9bf04861-c40b-493e-b338-0fcda07f8c8f.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9bf04861-c40b-493e-b338-0fcda07f8c8f.png'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0461392-0d4a-4846-9de7-f59aa7f00ec6.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0461392-0d4a-4846-9de7-f59aa7f00ec6.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a0461392-0d4a-4846-9de7-f59aa7f00ec6.png'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,5.5,1,caspari,"[{'id': '16', 'name': 'Household'}, {'id': '89', 'name': 'Kitchen Supplies'}]",ea,{},1_00025096970495,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/475455,555841417797,29080256,475455,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f5c1cba5-e5d7-40cf-9efb-7e7989d34a8c.png', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f5c1cba5-e5d7-40cf-9efb-7e7989d34a8c.png', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f5c1cba5-e5d7-40cf-9efb-7e7989d34a8c.png'}}",False,,,,,"Sat, 27 Jan 2024 11:10:07 GMT","Caspari Napkins, Floral Porcelain, Triple-Ply",,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",20 x 20 each,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.28, 'uom': 'ea'}",,
24,,[],,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,0.99,1,roland foods,"[{'id': '16', 'name': 'Household'}, {'id': '50', 'name': 'Paper Goods'}]",ea,{},1_00041224740303,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/4152,652762014,293075,4152,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4d980fed-8f50-4931-bf50-4f63d2e03a48.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4d980fed-8f50-4931-bf50-4f63d2e03a48.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4d980fed-8f50-4931-bf50-4f63d2e03a48.jpg'}}",False,,,,,"Tue, 14 Nov 2023 11:07:20 GMT",Roland Foods Round Toothpicks,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",250 ct,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.0, 'uom': 'ct'}",,
25,,"[{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a49b957b-d861-4ac9-9411-9dc17396fc58.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a49b957b-d861-4ac9-9411-9dc17396fc58.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_a49b957b-d861-4ac9-9411-9dc17396fc58.jpg'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e77f02bb-6784-452c-b942-ca9da5f13a57.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e77f02bb-6784-452c-b942-ca9da5f13a57.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e77f02bb-6784-452c-b942-ca9da5f13a57.jpg'}}, {'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0beb6864-0747-42ac-893c-cc22bfac0e26.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0beb6864-0747-42ac-893c-cc22bfac0e26.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0beb6864-0747-42ac-893c-cc22bfac0e26.jpg'}}]",,,"{'source': 'DEF/ETL', 'stock_level': 0}",,True,,13.99,1,dr. bronner's,"[{'id': '16', 'name': 'Household'}, {'id': '33', 'name': 'Cleaning Products'}]",ea,{},1_00018787766323,23830,264,67,32400,"['instore', 'pickup', 'delivery']",/store_products/452662,1729391803,115624,452662,"{'tile': {'large': 'https://d2d8wwwkmhfcva.cloudfront.net/1200x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d8f5d6cc-3d81-4745-b78b-e8069d97cb51.jpg', 'medium': 'https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d8f5d6cc-3d81-4745-b78b-e8069d97cb51.jpg', 'small': 'https://d2d8wwwkmhfcva.cloudfront.net/400x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d8f5d6cc-3d81-4745-b78b-e8069d97cb51.jpg'}}",False,,,,,"Fri, 09 Jun 2023 10:06:44 GMT",Dr. Bronner's Sal Suds Biodegradable Cleaner,,False,"{'increment': 1, 'max': 100, 'min': 1}",,,"{'average_rating': 0, 'user_count': 0}",product,,,3.0,,,,"{'result_set': 0, 'score': None}",32 fl oz,ddc331a0-976a-4f84-9a8c-354943ca14a3,,,False,True,['no_tags'],"{'price': 0.44, 'uom': 'fl oz'}",,
